comment_id,text,timestamp,user_info,location_free_text,lat,lon,policy_section,source,stance,type_label,priority,district,text_clean,district_filled,clean_text
cfc41c1c-dda8-4a39-865b-d7dc5189c1a4,"Complaint: previous schemes were implemented poorly; how will this be different? Regards, citizen.",2024-10-08T23:37:18,user2780@example.com,Ahmedabad,21.467291,87.683304,Urban Planning,portal,support,complaint,medium,Ahmedabad,"complaint: previous schemes were implemented poorly; how will this be different? regards, citizen.",Ahmedabad,complaint previous schemes were implemented poorly how will this be different citizen
ae0eb173-460d-4a76-885e-76d72ebcc25c,Question: Who will be responsible for enforcement at the district level?,2025-10-10T11:24:24,user1937@example.com,"Patna, near river",27.985649,84.720552,Agriculture,email,oppose,question,medium,Patna,question: who will be responsible for enforcement at the district level?,Patna,question who will be responsible for enforcement at the district level
ab0b0e4e-2dc4-47dd-b11f-3e51405ae5ed,सुझाव: स्थानीय एफआरएस से मिलकर योजना बनायें।,2024-12-06T19:09:34,user1556@example.com,,,,Education,pdf,support,suggestion,medium,Agra,सुझाव: स्थानीय एफआरएस से मिलकर योजना बनायें।,Agra,
8437d2a8-ba43-4404-aacf-5e30aaf2e861,Consider adding a grievance redressal hotline at district level. धन्यवाद।,2025-08-26T07:23:29,user3308@example.com,Raipur,25.026851,69.370427,Education,portal,neutral,suggestion,low,Raipur,consider adding a grievance redressal hotline at district level. धन्यवाद।,Raipur,consider adding a grievance redressal hotline at district level
8561ac56-501f-4481-a18c-f2ba7cad498d,Complaint: lack of transparency in beneficiary selection.,2024-11-16T04:37:45,user595@example.com,Ahmedabad,13.31229,70.617566,Education,portal,oppose,complaint,medium,,complaint: lack of transparency in beneficiary selection.,Ahmedabad,complaint lack of transparency in beneficiary selection
8c99b5bc-4319-4a6d-807e-9c7fae41fc42,Appreciate the effort; this is much needed.,2025-11-22T01:35:30,user4334@example.com,Alwar,24.674899,82.070799,Healthcare,portal,oppose,praise,medium,Alwar,appreciate the effort; this is much needed.,Alwar,appreciate the effort this is much needed
4a21893a-13a2-4e6f-8c2d-f518511ba448,Suggestion: include subsidies for low-income households in Imphal.,2024-12-19T21:50:22,user2058@example.com,Imphal,14.857606,81.749943,Healthcare,portal,neutral,suggestion,high,Imphal,suggestion: include subsidies for low-income households in imphal.,Imphal,suggestion include subsidies for low income households in imphal
008a59ef-d560-4b60-9292-b789d468e987,"Support — good move. Please implement it quickly. Regards, citizen.",2024-01-26T11:03:23,user3025@example.com,Mumbai,26.901019,81.820392,Education,whatsapp,support,other,medium,Mumbai,"support — good move. please implement it quickly. regards, citizen.",Mumbai,support good move please implement it quickly citizen
71395f88-73d4-4721-9776-2f6077d7fa7e,I oppose this policy because it will hurt small farmers in Jodhpur.,2025-03-10T13:23:21,user1267@example.com,Jodhpur,23.602325,85.682694,Environment,email,oppose,other,low,,i oppose this policy because it will hurt small farmers in jodhpur.,Jodhpur,i oppose this policy because it will hurt small farmers in jodhpur
2781c544-da16-46a3-a7ac-625ebf801e7e,Support — good move. Please implement it quickly.,2024-09-24T22:24:20,user318@example.com,Bengaluru,12.963345,71.183957,Energy,social_media,support,other,medium,Bengaluru,support — good move. please implement it quickly.,Bengaluru,support good move please implement it quickly
e3e1441c-c483-4206-8eb4-73b4352abf60,This draft is a positive step for Housing. Strongly in favor. Thank you for considering.,2025-04-20T17:49:37,user4393@example.com,Patna,23.466533,75.022923,Housing,pdf,support,other,low,Patna,this draft is a positive step for housing. strongly in favor. thank you for considering.,Patna,this draft is a positive step for housing strongly in favor for considering
b6e6faa6-e210-41db-b9a1-423ae1eec6af,"I oppose this policy because it will hurt small farmers in Mumbai. Regards, citizen.",2024-06-27T11:48:34,user3573@example.com,Mumbai,18.228461,75.703909,Agriculture,portal,oppose,other,medium,Mumbai,"i oppose this policy because it will hurt small farmers in mumbai. regards, citizen.",Mumbai,i oppose this policy because it will hurt small farmers in mumbai citizen
2fe824ee-9bd9-4377-a534-ec89e1d804e0,Add a monitoring committee with district representation.,2025-04-11T21:47:57,user2673@example.com,Imphal,,,Transportation,social_media,oppose,suggestion,medium,Imphal,add a monitoring committee with district representation.,Imphal,add a monitoring committee with district representation
3e69d4e4-55cf-4c34-b4c9-0c98b4bfd5d1,This will increase costs and negatively affect the Energy sector. Oppose.,2025-04-03T09:07:33,user3810@example.com,Bengaluru Urban,13.738274,76.597763,Energy,social_media,oppose,complaint,medium,Bengaluru Urban,this will increase costs and negatively affect the energy sector. oppose.,Bengaluru Urban,this will increase costs and negatively affect the energy sector oppose
6da458c4-eb8c-4add-a131-c08b23bf2255,Can the public access the implementation timeline?,2024-06-20T13:53:08,user3893@example.com,Bhopal,12.492813,71.982599,Agriculture,whatsapp,oppose,question,low,Bhopal,can the public access the implementation timeline?,Bhopal,can the public access the implementation timeline
8ff080be-f01e-4035-a316-c735a18d31c8,"Complaint — local offices were unresponsive last time. Location: Kanpur district, near main market.",2024-10-24T17:54:18,user1441@example.com,Kanpur,,,Transportation,whatsapp,neutral,complaint,medium,Kanpur,"complaint — local offices were unresponsive last time. location: kanpur district, near main market.",Kanpur,complaint local offices were unresponsive last time location kanpur district near main market
ab1d3df1-82cf-43ca-ad7d-aec3ac05531c,Complaint: lack of transparency in beneficiary selection.,2025-01-18T14:57:40,user1304@example.com,Alwar,22.385479,78.095563,Urban Planning,social_media,support,complaint,medium,Alwar,complaint: lack of transparency in beneficiary selection.,Alwar,complaint lack of transparency in beneficiary selection
a4b3c8e3-c3de-43be-b525-d6b7b2296253,Appreciate the effort; this is much needed.,2024-09-25T06:41:40,user1252@example.com,Guwahati,25.860537,69.611553,Environment,email,neutral,praise,high,Guwahati,appreciate the effort; this is much needed.,Guwahati,appreciate the effort this is much needed
0eae4739-8078-45f6-aed5-42abb2b0872f,"Can the public access the implementation timeline? Location: Visakhapatnam district, near main market.",2024-09-30T03:26:08,user3433@example.com,Visakhapatnam,17.539595,86.854833,Urban Planning,whatsapp,oppose,question,medium,Visakhapatnam,"can the public access the implementation timeline? location: visakhapatnam district, near main market.",Visakhapatnam,can the public access the implementation timeline location visakhapatnam district near main market
a8c0da42-aee8-479b-aebc-d4e5944127ac,प्रश्न: क्या जिला प्रशासन को प्रशिक्षण दिया जाएगा?,2024-01-20T02:52:28,user3228@example.com,Surat,17.347803,70.552556,Transportation,whatsapp,oppose,question,medium,Surat,प्रश्न: क्या जिला प्रशासन को प्रशिक्षण दिया जाएगा?,Surat,
e2ae7e4c-2ca3-4c95-a716-645c9e4afcd8,शिकायत: पिछली बार पैसा गलत जगह पर खर्च हुआ।,2025-10-27T20:31:18,user3454@example.com,Guwahati,,,Energy,pdf,support,complaint,low,Guwahati,शिकायत: पिछली बार पैसा गलत जगह पर खर्च हुआ।,Guwahati,
f57ac822-1bbd-4160-a074-069ace5e5f68,Question: Who will be responsible for enforcement at the district level?,2025-01-29T21:18:18,user1786@example.com,Raipur,11.047647,70.524419,Education,social_media,neutral,question,medium,Raipur,question: who will be responsible for enforcement at the district level?,Raipur,question who will be responsible for enforcement at the district level
464c69a7-252f-4da4-bc23-e12eeadbb2dd,"Consider adding a grievance redressal hotline at district level. Regards, citizen.",2025-03-15T03:54:31,user835@example.com,Bengaluru,22.300294,69.51993,Healthcare,pdf,neutral,suggestion,low,Bengaluru,"consider adding a grievance redressal hotline at district level. regards, citizen.",Bengaluru,consider adding a grievance redressal hotline at district level citizen
a1e6b84d-df3f-458b-b2c5-b47f7daec825,"Complaint: lack of transparency in beneficiary selection. Location: Alwar district, near main market.",2024-11-17T22:51:44,user1254@example.com,Alwar,16.670468,75.243761,Education,social_media,oppose,complaint,high,Alwar,"complaint: lack of transparency in beneficiary selection. location: alwar district, near main market.",Alwar,complaint lack of transparency in beneficiary selection location alwar district near main market
2792d1ab-f0ae-46d7-8e68-90e169de11e2,"इस नीति से नाराज़गी होगी, यह सही तरीके से लागू नहीं होगी।",2024-11-11T16:46:07,user3807@example.com,Guwahati,12.909903,86.692438,Environment,whatsapp,oppose,other,medium,Guwahati,"इस नीति से नाराज़गी होगी, यह सही तरीके से लागू नहीं होगी।",Guwahati,
3d903185-f837-4a31-bda0-5b53394a7f12,Add a monitoring committee with district representation.,2025-05-19T02:56:01,user4003@example.com,Jaipur,8.203022,86.961252,Urban Planning,whatsapp,neutral,suggestion,low,Jaipur,add a monitoring committee with district representation.,Jaipur,add a monitoring committee with district representation
f617e0b5-9aa6-46f2-86ec-6ad9acfa7d6a,सुझाव: स्थानीय एफआरएस से मिलकर योजना बनायें।,2024-08-19T17:18:32,user3718@example.com,Guwahati,18.618439,76.510076,Urban Planning,pdf,oppose,suggestion,medium,Guwahati,सुझाव: स्थानीय एफआरएस से मिलकर योजना बनायें।,Guwahati,
2349625e-1bcf-4c53-87ba-4f64390e440b,This draft is a positive step for Transportation. Strongly in favor. Thank you for considering.,2025-11-17T08:41:42,user1591@example.com,Raipur,,,Transportation,pdf,support,other,medium,Raipur,this draft is a positive step for transportation. strongly in favor. thank you for considering.,Raipur,this draft is a positive step for transportation strongly in favor for considering
e8947fc8-3c7b-4115-a7a4-10634c70a32b,Support from this district; it addresses key issues in Agriculture.,2024-01-09T19:59:06,user2330@example.com,Jaipur,,,Agriculture,social_media,support,other,medium,Jaipur,support from this district; it addresses key issues in agriculture.,Jaipur,support from this district it addresses key issues in agriculture
877106f9-eeea-476e-93d0-66edc123e9b3,Neutral: more data required on expected outcomes.,2024-06-22T22:07:07,user4572@example.com,Jodhpur,24.222842,86.982513,Environment,social_media,neutral,complaint,medium,Jodhpur,neutral: more data required on expected outcomes.,Jodhpur,neutral more data required on expected outcomes
4b834457-3917-4008-ae93-bee115d76978,"इस नीति से नाराज़गी होगी, यह सही तरीके से लागू नहीं होगी।",2025-04-07T09:13:47,user1287@example.com,Chennai,26.951804,72.155758,Energy,email,oppose,complaint,high,Chennai,"इस नीति से नाराज़गी होगी, यह सही तरीके से लागू नहीं होगी।",Chennai,
80c15825-34c7-40c0-b412-f0c7699bbf87,This forum should not handle these types of complaints.,2025-02-16T22:55:34,user1621@example.com,Jaipur,12.668476,73.291093,Energy,social_media,oppose,off-topic,high,Jaipur,this forum should not handle these types of complaints.,Jaipur,this forum should not handle these types of complaints
4560c35b-2b89-4679-818a-9aa727ad7573,Add a monitoring committee with district representation.,2024-07-09T18:06:08,user4424@example.com,Kolkata,17.373959,74.081824,Environment,social_media,neutral,suggestion,medium,Kolkata,add a monitoring committee with district representation.,Kolkata,add a monitoring committee with district representation
0fefd45e-6bbf-4bd9-9471-2090453a5c27,"Consider adding a grievance redressal hotline at district level. Location: Kanpur district, near main market.",2025-06-18T05:39:08,user1436@example.com,Kanpur,,,Housing,social_media,oppose,suggestion,medium,Kanpur,"consider adding a grievance redressal hotline at district level. location: kanpur district, near main market.",Kanpur,consider adding a grievance redressal hotline at district level location kanpur district near main market
6b43a20d-82eb-4215-b004-ed9c125b9200,I have no strong view but some clarifications are needed on implementation timelines.,2025-04-08T21:25:39,user3281@example.com,Mumbai,11.216497,76.232902,Agriculture,whatsapp,neutral,complaint,high,Mumbai,i have no strong view but some clarifications are needed on implementation timelines.,Mumbai,i have no strong view but some clarifications are needed on implementation timelines
ecbb8d22-8a17-4838-8181-aec7997bad75,"Support from this district; it addresses key issues in Housing. Location: Mumbai district, near main market.",2024-12-15T01:41:34,user3622@example.com,Mumbai,9.084082,78.368788,Housing,portal,support,other,medium,Mumbai,"support from this district; it addresses key issues in housing. location: mumbai district, near main market.",Mumbai,support from this district it addresses key issues in housing location mumbai district near main market
43b7468d-1ae6-4bac-8c6c-a9bf7d237e6b,Complaint: lack of transparency in beneficiary selection.,2024-03-20T15:27:57,user963@example.com,Pune,16.159814,72.494013,Urban Planning,email,neutral,complaint,medium,Pune,complaint: lack of transparency in beneficiary selection.,Pune,complaint lack of transparency in beneficiary selection
6ad16e33-5ab7-4b0d-9c03-487b51edb9d4,शिकायत: पिछली बार पैसा गलत जगह पर खर्च हुआ।,2025-07-07T01:21:48,user3400@example.com,Hyderabad,25.586525,85.280539,Environment,pdf,oppose,complaint,low,Hyderabad,शिकायत: पिछली बार पैसा गलत जगह पर खर्च हुआ।,Hyderabad,
1809c749-6817-4ded-93d0-ef58263c7408,"न्युट्रल, कृपया विस्तृत बजट साझा करें।",2024-11-14T21:03:26,user2637@example.com,Jaipur,14.902479,79.038348,Environment,email,neutral,other,low,Jaipur,"न्युट्रल, कृपया विस्तृत बजट साझा करें।",Jaipur,
165cebd8-81e7-423b-a260-b4dfda3a4b39,शिकायत: पिछली बार पैसा गलत जगह पर खर्च हुआ।,2024-01-27T03:42:26,user4115@example.com,Agra,24.414951,87.616363,Transportation,whatsapp,neutral,complaint,medium,Agra,शिकायत: पिछली बार पैसा गलत जगह पर खर्च हुआ।,Agra,
f59cc1f9-2bdd-4a36-9dd8-63a6540ab2f1,"इस नीति से नाराज़गी होगी, यह सही तरीके से लागू नहीं होगी। धन्यवाद।",2025-03-12T09:01:05,user3257@example.com,Patna,,,Healthcare,portal,oppose,complaint,low,Patna,"इस नीति से नाराज़गी होगी, यह सही तरीके से लागू नहीं होगी। धन्यवाद।",Patna,
82f632da-45e0-46b7-b076-23fb7dbb1d21,"Neutral: more data required on expected outcomes. Location: Visakhapatnam district, near main market. धन्यवाद।",2024-10-30T22:07:00,user807@example.com,Visakhapatnam,26.418582,87.948518,Energy,portal,neutral,other,medium,Visakhapatnam,"neutral: more data required on expected outcomes. location: visakhapatnam district, near main market. धन्यवाद।",Visakhapatnam,neutral more data required on expected outcomes location visakhapatnam district near main market
c999c1c6-79c0-43f3-a010-388097756051,सुझाव: स्थानीय एफआरएस से मिलकर योजना बनायें। Thank you for considering.,2024-06-17T18:29:43,user4778@example.com,Jaipur,9.579367,85.416792,Education,email,support,suggestion,medium,Jaipur,सुझाव: स्थानीय एफआरएस से मिलकर योजना बनायें। thank you for considering.,Jaipur,for considering
b17c3f24-037e-4d7d-acd9-2585b88fb88a,"इस नीति से नाराज़गी होगी, यह सही तरीके से लागू नहीं होगी।",2024-10-24T03:50:39,user2049@example.com,Patna,14.911312,79.751434,Environment,social_media,oppose,other,low,Patna,"इस नीति से नाराज़गी होगी, यह सही तरीके से लागू नहीं होगी।",Patna,
de6bbcb2-a1e1-4da9-b074-32fad4063b27,The draft ignores existing local problems; please revise.,2025-06-05T07:58:05,user402@example.com,Agra,13.489608,79.31858,Urban Planning,whatsapp,support,complaint,medium,Agra,the draft ignores existing local problems; please revise.,Agra,the draft ignores existing local problems please revise
57803644-10cf-49b8-bf0a-7594751a13c0,Complaint: lack of transparency in beneficiary selection.,2024-01-28T20:03:45,user3612@example.com,Pune,10.735585,69.943279,Transportation,portal,oppose,complaint,medium,Pune,complaint: lack of transparency in beneficiary selection.,Pune,complaint lack of transparency in beneficiary selection
8adfbe0e-40a0-4484-8153-737e8ae5770c,Complaint: lack of transparency in beneficiary selection.,2025-11-08T04:14:52,user2418@example.com,Udaipur,11.290888,86.280979,Environment,pdf,support,complaint,low,Udaipur,complaint: lack of transparency in beneficiary selection.,Udaipur,complaint lack of transparency in beneficiary selection
de5620c8-d2c8-440d-a239-09dd9c8d85c2,प्रश्न: क्या जिला प्रशासन को प्रशिक्षण दिया जाएगा?,2025-01-10T17:11:42,user3726@example.com,Udaipur,,,Agriculture,pdf,neutral,question,medium,Udaipur,प्रश्न: क्या जिला प्रशासन को प्रशिक्षण दिया जाएगा?,Udaipur,
70fba448-d3b1-4eff-a855-2d11863142f0,I have no strong view but some clarifications are needed on implementation timelines.,2025-03-03T03:43:12,user518@example.com,Ahmedabad,,,Energy,social_media,neutral,other,low,Ahmedabad,i have no strong view but some clarifications are needed on implementation timelines.,Ahmedabad,i have no strong view but some clarifications are needed on implementation timelines
9f69052b-80a4-407f-86e9-b069c42d2abd,"Support — good move. Please implement it quickly. Location: Kanpur district, near main market.",2025-05-02T14:45:07,user4426@example.com,Kanpur,15.772917,75.42023,Healthcare,social_media,support,other,medium,Kanpur,"support — good move. please implement it quickly. location: kanpur district, near main market.",Kanpur,support good move please implement it quickly location kanpur district near main market
822535ee-7fcc-442e-b030-a978e002fe7b,"Neutral. Could you share examples from other districts where this worked? Regards, citizen.",2025-04-25T01:18:51,user4461@example.com,Kanpur,,,Healthcare,pdf,neutral,other,high,Kanpur,"neutral. could you share examples from other districts where this worked? regards, citizen.",Kanpur,neutral could you share examples from other districts where this worked citizen
bd4632f6-ae76-48d3-b4ec-847fc71d82a5,"Question: Who will be responsible for enforcement at the district level? Regards, citizen.",2025-07-23T04:24:41,user1909@example.com,Alwar,24.596357,79.084156,Urban Planning,pdf,support,question,low,Alwar,"question: who will be responsible for enforcement at the district level? regards, citizen.",Alwar,question who will be responsible for enforcement at the district level citizen
0753285f-fc80-4eb7-beed-37b8eb355294,This draft is a positive step for Education. Strongly in favor.,2024-09-07T22:19:14,user1950@example.com,Surat,,,Education,whatsapp,support,other,medium,Surat,this draft is a positive step for education. strongly in favor.,Surat,this draft is a positive step for education strongly in favor
c1f03654-7e12-43d8-ae57-a9755c90b3ce,Neutral: more data required on expected outcomes.,2025-09-28T03:34:32,user4272@example.com,Jodhpur,12.430995,80.302137,Agriculture,pdf,neutral,praise,medium,,neutral: more data required on expected outcomes.,Jodhpur,neutral more data required on expected outcomes
0d90f079-7368-4c8f-a1ff-4fa77700b62a,"शिकायत: पिछली बार पैसा गलत जगह पर खर्च हुआ। Regards, citizen. धन्यवाद।",2025-11-27T05:46:41,user4347@example.com,Jodhpur,20.661534,78.967129,Urban Planning,pdf,neutral,complaint,medium,Jodhpur,"शिकायत: पिछली बार पैसा गलत जगह पर खर्च हुआ। regards, citizen. धन्यवाद।",Jodhpur,citizen
fe6e8305-b6d1-454e-854d-babc3c3f3880,"न्युट्रल, कृपया विस्तृत बजट साझा करें।",2024-03-07T18:52:17,user3497@example.com,Alwar,14.778632,77.069978,Healthcare,pdf,neutral,other,medium,Alwar,"न्युट्रल, कृपया विस्तृत बजट साझा करें।",Alwar,
ad4c6dfa-3838-437f-8ff4-65b0ff18f9f4,I fully support this policy. It will benefit our Urban Planning sector and help many families.,2025-04-14T02:12:09,user3366@example.com,Kolkata,9.19962,87.132492,Urban Planning,pdf,support,other,low,,i fully support this policy. it will benefit our urban planning sector and help many families.,Kolkata,i fully support this policy it will benefit our urban planning sector and help many families
e0960ec3-fb84-45cf-8d90-d87c4092f7ad,Neutral. Could you share examples from other districts where this worked? Thank you for considering.,2025-01-24T11:55:20,user942@example.com,Kanpur,,,Education,pdf,neutral,other,medium,Kanpur,neutral. could you share examples from other districts where this worked? thank you for considering.,Kanpur,neutral could you share examples from other districts where this worked for considering
89d9a42c-b9de-455a-abaa-6ff6b8ff6649,"Oppose. The draft ignores ground realities and lacks budget provisions. Regards, citizen.",2024-02-18T22:37:03,user252@example.com,Visakhapatnam,11.628111,70.86503,Education,portal,oppose,other,medium,Visakhapatnam,"oppose. the draft ignores ground realities and lacks budget provisions. regards, citizen.",Visakhapatnam,oppose the draft ignores ground realities and lacks budget provisions citizen
3cef04ef-55a8-402a-9279-3924f420be59,Oppose — lacks clear implementation plan for rural areas.,2024-02-27T08:04:48,user3630@example.com,Kanpur,,,Urban Planning,social_media,oppose,complaint,medium,Kanpur,oppose — lacks clear implementation plan for rural areas.,Kanpur,oppose lacks clear implementation plan for rural areas
6b861b5f-02dd-452a-88d3-d753e8c03536,Add a monitoring committee with district representation.,2024-05-23T07:04:54,user1731@example.com,Mumbai,12.410369,87.688913,Transportation,email,neutral,suggestion,low,Mumbai,add a monitoring committee with district representation.,Mumbai,add a monitoring committee with district representation
c066f610-9adc-4319-a670-e20e34666616,Complaint: lack of transparency in beneficiary selection.,2025-08-26T06:28:13,user347@example.com,Alwar,,,Education,social_media,oppose,complaint,high,,complaint: lack of transparency in beneficiary selection.,Alwar,complaint lack of transparency in beneficiary selection
73901315-f531-4b50-947e-6eb5985c6bdd,"इस नीति से नाराज़गी होगी, यह सही तरीके से लागू नहीं होगी।",2024-09-10T10:57:14,user3578@example.com,Lucknow,26.952286,77.201938,Energy,portal,oppose,other,medium,Lucknow,"इस नीति से नाराज़गी होगी, यह सही तरीके से लागू नहीं होगी।",Lucknow,
db64dab0-80ce-4306-9a26-abb349b333f5,"What are the eligibility criteria for beneficiaries? Location: Hyderabad district, near main market.",2025-11-01T18:24:09,user1210@example.com,Hyderabad,11.878074,83.524565,Healthcare,email,oppose,question,high,Hyderabad,"what are the eligibility criteria for beneficiaries? location: hyderabad district, near main market.",Hyderabad,what are the eligibility criteria for beneficiaries location hyderabad district near main market
415cac0a-1826-4cfc-93ad-99e4761650e2,Neutral — looks fine but requires more details on funding and accountability.,2025-03-26T04:24:16,user2648@example.com,Bengaluru,19.589362,81.62267,Agriculture,pdf,neutral,other,high,Bengaluru,neutral — looks fine but requires more details on funding and accountability.,Bengaluru,neutral looks fine but requires more details on funding and accountability
ae781bfa-5be2-4ada-ad45-2167b2ae5bb6,I want to talk about unrelated municipal issues instead. धन्यवाद।,2025-08-28T00:12:53,user740@example.com,Patna,,,Environment,whatsapp,neutral,off-topic,medium,Patna,i want to talk about unrelated municipal issues instead. धन्यवाद।,Patna,i want to talk about unrelated municipal issues instead
0d8837b8-9500-4eba-857b-bad243d76d80,This will increase costs and negatively affect the Education sector. Oppose.,2025-05-15T02:12:54,user4134@example.com,Ahmedabad,10.070038,85.982537,Education,email,oppose,other,high,Ahmedabad,this will increase costs and negatively affect the education sector. oppose.,Ahmedabad,this will increase costs and negatively affect the education sector oppose
06c92cc1-c246-46f2-9576-110d0425ada1,"इस नीति से नाराज़गी होगी, यह सही तरीके से लागू नहीं होगी।",2024-02-16T08:55:25,user775@example.com,,,,Agriculture,whatsapp,oppose,other,medium,Patna,"इस नीति से नाराज़गी होगी, यह सही तरीके से लागू नहीं होगी।",Patna,
851f2020-440b-404a-be40-94d20be23b5f,Off-topic comment — please remove.,2025-03-26T12:49:32,user2691@example.com,Raipur,22.17668,69.69438,Agriculture,email,support,off-topic,medium,Raipur,off-topic comment — please remove.,Raipur,off topic comment please remove
854ad255-6825-4ef2-aadf-445096ba2f8c,The draft ignores existing local problems; please revise.,2025-11-30T23:36:25,user1270@example.com,Raipur,,,Healthcare,portal,oppose,complaint,medium,Raipur,the draft ignores existing local problems; please revise.,Raipur,the draft ignores existing local problems please revise
d15c31e0-d974-4b0f-b070-2aa15ecfab78,"Oppose — lacks clear implementation plan for rural areas. Regards, citizen.",2024-04-26T02:03:52,user3586@example.com,,,,Education,portal,oppose,other,medium,Hyderabad,"oppose — lacks clear implementation plan for rural areas. regards, citizen.",Hyderabad,oppose lacks clear implementation plan for rural areas citizen
2dc37781-7e6e-4e42-a210-86e6d9e3ef4c,"इस नीति से नाराज़गी होगी, यह सही तरीके से लागू नहीं होगी। Regards, citizen.",2025-04-19T21:29:04,user4673@example.com,Chennai,,,Urban Planning,social_media,oppose,other,medium,Chennai,"इस नीति से नाराज़गी होगी, यह सही तरीके से लागू नहीं होगी। regards, citizen.",Chennai,citizen
ee16b92a-d63b-4692-8efe-ae221a631187,"न्युट्रल, कृपया विस्तृत बजट साझा करें। Regards, citizen.",2024-07-18T17:20:53,user1314@example.com,Agra,10.051795,84.917846,Energy,pdf,neutral,other,medium,Agra,"न्युट्रल, कृपया विस्तृत बजट साझा करें। regards, citizen.",Agra,citizen
f2ee20c9-dbe8-4d64-914d-d3baf4c8272b,What are the eligibility criteria for beneficiaries?,2024-08-11T05:59:37,user812@example.com,Kanpur,15.723322,69.632109,Healthcare,pdf,neutral,question,low,Kanpur,what are the eligibility criteria for beneficiaries?,Kanpur,what are the eligibility criteria for beneficiaries
bb1bd86a-bc22-482b-aab2-5f390700a965,सुझाव: स्थानीय एफआरएस से मिलकर योजना बनायें। धन्यवाद।,2024-10-23T10:08:25,user2361@example.com,Pune,10.990392,86.804519,Urban Planning,email,neutral,suggestion,medium,Pune,सुझाव: स्थानीय एफआरएस से मिलकर योजना बनायें। धन्यवाद।,Pune,
